Model_id,Model Name,URL,split
60538,Don't Starve Together,https://civitai.com/api/download/models/65003,train
85026,Auroral Background,https://civitai.com/api/download/models/156828,train
153497,Microdress,https://civitai.com/api/download/models/171897,eval
67927,soulcard,https://civitai.com/api/download/models/72591,train
47859,Handsome Male 2.5D - LORA,https://civitai.com/api/download/models/64536,train
98270,Chisato Nishikigi (錦木 千束) - Lycoris Recoil (リコリス・リコイル),https://civitai.com/api/download/models/215541,train
59689,Sexy Wrap Hip One Piece Dress,https://civitai.com/api/download/models/64141,train
24660,【Art Style】Maidoll Style,https://civitai.com/api/download/models/32028,train
95211,Butterfly & Flowers Multiply Style,https://civitai.com/api/download/models/101607,train
138290,Ero Figurines,https://civitai.com/api/download/models/278871,train
15924,Juri Han (Street Fighter) LoRA,https://civitai.com/api/download/models/18797,eval
38558,DDicon_lora,https://civitai.com/api/download/models/44494,train
44023,NijiExpressive_v1,https://civitai.com/api/download/models/48659,train
74104,【Costume】See-Through Kimono (With multires noise version) 透明和服,https://civitai.com/api/download/models/78836,eval
75443,PAseer的神话壁纸/PAseer's mythology wallpaper,https://civitai.com/api/download/models/104866,eval
54260,"The Quintessential Quintuplets [sd1] All Nakano sisters: Ichika, Nino, Miku, Yotsuba, Itsuki",https://civitai.com/api/download/models/58629,train
58883,KizukiAi - To Love Ru - Momo Velia Deviluke [SD1 - Original V1.5],https://civitai.com/api/download/models/63329,train
26578,XSarchitectural-17SciencefictioncityonMars,https://civitai.com/api/download/models/31884,train
13360,marie rose,https://civitai.com/api/download/models/15742,train
12139,Yuzuriha_Inori 楪祈,https://civitai.com/api/download/models/14324,train
90523,Mikasa Ackerman ミカサ・アッカーマン / Shingeki no Kyojin,https://civitai.com/api/download/models/96428,eval
38199,Hajime Sorayama - LoRA Style,https://civitai.com/api/download/models/130144,train
98416,Yaoyorozu Momo 八百万百 / Boku no Hero Academia,https://civitai.com/api/download/models/105250,eval
67625,Persona Cut In | Concept LoRA,https://civitai.com/api/download/models/213590,train
70538,Marble (Make everything into marble),https://civitai.com/api/download/models/75208,train
100404,Sento Isuzu 千斗いすず / Amagi Brilliant Park,https://civitai.com/api/download/models/107470,eval
74379,Aqua crying/begging anime meme | Kono Subarashii Sekai ni Bakuen wo! | KonoSuba,https://civitai.com/api/download/models/79097,train
152928,Sagging Breasts - Concept LoRA,https://civitai.com/api/download/models/171198,train
51395,KizukiAi - Haganai - Kashiwazaki Sena [SD1 - Original V1.5],https://civitai.com/api/download/models/55869,train
135763,pov asphyxiation/strangling sex | Concept,https://civitai.com/api/download/models/149711,train
42405,Akame ga Kill! Ultimate Girl Pack,https://civitai.com/api/download/models/52962,train
31479,插画风建筑zarch_illustration,https://civitai.com/api/download/models/51144,train
104099,Reference Sheet / Model Sheet,https://civitai.com/api/download/models/111544,eval
25236,Clothes Spacesuit,https://civitai.com/api/download/models/30205,eval
27598,プリンツ・オイゲン - Prinz Eugen Azur Lane LORA. / プリンツ・オイゲン (アズールレーン),https://civitai.com/api/download/models/33042,train
55815,Marie Rose (DOA)+(Azur Lane) Devilish Servant Against the Splashing Waves 玛丽罗斯 泳装,https://civitai.com/api/download/models/60211,train
95007,Niji Default style / 明亮动漫风格 /Niji默认风格 / ,https://civitai.com/api/download/models/103108,eval
20930,Karyl / キャル,https://civitai.com/api/download/models/24917,eval
93681,EyeControl - Jitome,https://civitai.com/api/download/models/103932,train
130295,Half-closed eyes - Concept LoRA,https://civitai.com/api/download/models/142906,train
29306,Yor Forger - Spy x Family,https://civitai.com/api/download/models/73571,train
58164,Sailor Moon Outfit LoRA,https://civitai.com/api/download/models/154924,eval
99956,Rei Ayanami (綾波 レイ) - Neon Genesis Evangelion (新世紀エヴァンゲリオン),https://civitai.com/api/download/models/228602,train
48386,DOA - Honoka,https://civitai.com/api/download/models/213233,eval
11072,【Concept】Mask Pull 拉下口罩,https://civitai.com/api/download/models/13115,train
15629,Stamp_v1,https://civitai.com/api/download/models/18435,train
17350,Anastasia アナスタシア / THE iDOLM@STER Cinderella Girls,https://civitai.com/api/download/models/89206,eval
19719,Frankie Foster (Foster's Home for Imaginary Friends) Character Lora,https://civitai.com/api/download/models/321208,train
211819,Retro Anime,https://civitai.com/api/download/models/238615,train
45597,Tatsumaki | One-Punch Man,https://civitai.com/api/download/models/50223,eval
56569,Sailor Saturn | Sailor Moon,https://civitai.com/api/download/models/60992,train
82606,Clothing brand | Cloth & style,https://civitai.com/api/download/models/91900,eval
47285,k Hand Mix 101,https://civitai.com/api/download/models/51868,train
33725,Chun-li (Street Fighter) LoRA,https://civitai.com/api/download/models/40020,eval
190315,Frieren (4 Outfits) | Frieren: Beyond Journey's End,https://civitai.com/api/download/models/394792,eval
36868,Eula Genshin Impact | Character Lora 1644,https://civitai.com/api/download/models/42899,train
96883,AnimeLegs_LoRa,https://civitai.com/api/download/models/103505,eval
73643,Viper (Valorant) LoRA,https://civitai.com/api/download/models/130654,train
53552,Astolfo (Fate Series),https://civitai.com/api/download/models/57908,eval
99631,[LoRa] Yuzuriha inori COS - Guilty Crown Clothing (With multires noise version),https://civitai.com/api/download/models/106618,train
67773,Nakano Miku 中野三玖 / Go-Toubun no Hanayome,https://civitai.com/api/download/models/72453,eval
99975,Yor Briar (ヨル・ブライア) / Yor Forger (ヨル・フォージャー) - Spy x Family (スパイファミリー) - COMMISSION W/ DATASET,https://civitai.com/api/download/models/230215,train
208872,LoRA / Concept | Towel,https://civitai.com/api/download/models/235255,train
131294,Heart Hands / Pose,https://civitai.com/api/download/models/144301,train
25577,Scathach | Multiple Outfits,https://civitai.com/api/download/models/33856,train
50400,Old Newspaper Style,https://civitai.com/api/download/models/54932,eval
84136,Guilty (NIKKE) LoRA,https://civitai.com/api/download/models/109097,train
33764,MahjongSoul/雀魂/じゃんたま Characters ( 23/11/24 Update : Kirara ),https://civitai.com/api/download/models/236871,train
115839,Tokisaki Kurumi 時崎狂三 / Date a Live,https://civitai.com/api/download/models/125371,train
27247,Usada Pekora Hololive | 9 Outfits | Character Lora 1892,https://civitai.com/api/download/models/32617,train
87259,Kochou Shinobu 胡蝶しのぶ / Kimetsu no Yaiba,https://civitai.com/api/download/models/92856,eval
107165,Oil painting stick,https://civitai.com/api/download/models/115221,eval
16120,Shalltear Bloodfallen LORA,https://civitai.com/api/download/models/309467,train
60952,"Ahri (Normal, PopStar, Star Guardian, Sprit Blossom) / League of Legends",https://civitai.com/api/download/models/65431,train
55684,Aponia ( Honkai Impact ),https://civitai.com/api/download/models/60076,train
167970,Upside-down,https://civitai.com/api/download/models/188898,train
64078,Tenjouin Asuka 天上院明日香 / Yu-Gi-Oh!,https://civitai.com/api/download/models/68676,train
114180,Florence Nightingale フローレンス・ナイチンゲール / Fate/Grand Order,https://civitai.com/api/download/models/123400,train
71554,Lunamaria Hawke ルナマリア・ホーク / Gundam SEED Destiny,https://civitai.com/api/download/models/76260,train
195171,Twisted torso,https://civitai.com/api/download/models/219384,train
19268,东方男性,https://civitai.com/api/download/models/22864,train
82525,Katou Megumi 加藤恵 / SAEKANO,https://civitai.com/api/download/models/547776,train
36841,Shenhe Genshin Impact | Character Lora 1200,https://civitai.com/api/download/models/42869,train
60890,Artist: 玉之けだま/毛玉牛乳/Kedamaa,https://civitai.com/api/download/models/127697,train
233108,Big sis and little bro concept,https://civitai.com/api/download/models/267964,eval
19432,Tokino Sora ときのそら / Hololive,https://civitai.com/api/download/models/76233,eval
27978,Kyoka / キョウカ,https://civitai.com/api/download/models/33530,eval
103242,Nurse Clothes - Clothes Pack,https://civitai.com/api/download/models/110546,train
193315,Crazy Girlfriend Mix,https://civitai.com/api/download/models/263005,train
68140,Yuffie Kisaragi (Final Fantasy VII) LoRA,https://civitai.com/api/download/models/72822,train
27858,Huge Two-Handed Burger LoRA,https://civitai.com/api/download/models/34071,train
55673,Sento Isuzu | Amagi Brilliant Park,https://civitai.com/api/download/models/282582,train
50884,DOA - Kasumi,https://civitai.com/api/download/models/212497,train
81269,Abigail Williams アビゲイル・ウィリアムズ / Fate/Grand Order,https://civitai.com/api/download/models/86225,train
105386,站立一字马_I balance_I字バランス,https://civitai.com/api/download/models/113046,train
45586,NTRMAN Style Lora,https://civitai.com/api/download/models/263419,train
58902,Product Design (minimalism-eddiemauro) LORA,https://civitai.com/api/download/models/63347,train
18088,Hand-painted portrait,https://civitai.com/api/download/models/21391,train
169932,Sexy Feet (Sitting) | 玉足,https://civitai.com/api/download/models/190978,train
56441,"Rent a Girlfriend: Kanojo, Okarishimasu [sd1] 4 girl pack: Chizuru, Mami, Ruka, Sumi",https://civitai.com/api/download/models/60861,eval
57255,Face of the people who sank all their money into the FX,https://civitai.com/api/download/models/61666,train
17749,Misato Katsuragi - Neon Genesis Evangelion,https://civitai.com/api/download/models/158603,train
71513,Hoshikawa Sara 星川サラ / Nijisanji,https://civitai.com/api/download/models/76216,train
96018,Monsters Attack - Surrounded by monsters : Behind you ! ( fanny packing ),https://civitai.com/api/download/models/102553,train
23682,Concept_Scenery_scene_V2,https://civitai.com/api/download/models/45214,eval
18874,友利奈绪 Tomori Nao,https://civitai.com/api/download/models/22400,train
12871,Latex (胶衣),https://civitai.com/api/download/models/15246,train
27700,Avatar Frame generator,https://civitai.com/api/download/models/33280,eval
108470,国风萌玩 | Chinese style cute doll,https://civitai.com/api/download/models/166035,train
69207,colored eyelashes/非黑色的睫毛/带颜色的睫毛,https://civitai.com/api/download/models/73889,train
102619,Atmosphere photography 氛围感摄影,https://civitai.com/api/download/models/109804,train
25881,XSarchitectural-13Nightmagictown,https://civitai.com/api/download/models/30988,train
16432,Chichi(Older)  - Dragon Ball Z,https://civitai.com/api/download/models/116354,eval
18812,Playful Whimsy - Lineless Illustrations,https://civitai.com/api/download/models/22331,train
36097,Uruha Rushia [sd1] 9 outfits (Hololive),https://civitai.com/api/download/models/42267,train
105213,Kinomoto Sakura 木之本桜 / Cardcaptor Sakura,https://civitai.com/api/download/models/112839,train
8928,Lovelive - Tang Keke 唐可可,https://civitai.com/api/download/models/10554,train
75673,Anchorage (Azur Lane) Swimsuit (with Multires Noise Version) 安克雷奇 泳装,https://civitai.com/api/download/models/80423,train
89197,niji武士,https://civitai.com/api/download/models/94922,eval
69996,鏡流 - Jingliu LoRa / Honkai: Star Rail - 崩壊スターレイル,https://civitai.com/api/download/models/171053,eval
60868,Artist: rurudo,https://civitai.com/api/download/models/96876,train
52920,Izumi Sagiri | Eromanga-sensei,https://civitai.com/api/download/models/103935,train
28408,Shirakami Fubuki Hololive | 8 Outfits | Character Lora 2469,https://civitai.com/api/download/models/34081,train
149355,弯腰向后看_Bend down and look back_股のぞき,https://civitai.com/api/download/models/166790,train
92580,Mamako Oosuki (Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?),https://civitai.com/api/download/models/98694,train
57734,Kagura 神楽 / Gintama,https://civitai.com/api/download/models/62164,eval
126477,Ghost Concept,https://civitai.com/api/download/models/138303,eval
97491,Takina Inoue (井ノ上 たきな) - Lycoris Recoil (リコリス・リコイル),https://civitai.com/api/download/models/215509,train
68063,DOA - Nyotengu,https://civitai.com/api/download/models/213232,train
25483,Attacking Concept,https://civitai.com/api/download/models/30506,eval
59500,Senjougahara Hitagi 戦場ヶ原ひたぎ / Monogatari Series,https://civitai.com/api/download/models/63949,train
208016,Broken Glass | Concept LoRA,https://civitai.com/api/download/models/234237,train
6080,Hakos Baelz Hololive | Character Lora 1930,https://civitai.com/api/download/models/54616,eval
100503,Tohsaka Rin | Fate/stay night: Unlimited Blade Works,https://civitai.com/api/download/models/107575,train
99404,Rin Tohsaka (遠坂 凛) - Fate/stay Night - COMMISSION W/ DATASET,https://civitai.com/api/download/models/368692,train
58136,Fran (Final Fantasy XII) LoRA,https://civitai.com/api/download/models/62587,train
19253,Byleth (Fire Emblem: Three Houses) LoRA,https://civitai.com/api/download/models/53482,train
54857,Latifa Fleuranza | Amagi Brilliant Park,https://civitai.com/api/download/models/281050,train
70306,Artist: ピロ水/piromizu,https://civitai.com/api/download/models/74960,eval
161927,LoRA / Concept | Chubby (Fat Rolls),https://civitai.com/api/download/models/182295,train
25532,XSarchitectural-1Minimalistarchitecture,https://civitai.com/api/download/models/30567,train
213083,NIKKE: Goddess of Victory Profile | Concept LoRA,https://civitai.com/api/download/models/240030,train
91752,KizukiAi - Sailor Moon - Sailor Uranus [SD1 - Original V1.5],https://civitai.com/api/download/models/97813,train
91933,curtains+bodystocking,https://civitai.com/api/download/models/98022,eval
66357,カフカ - Kafka / Honkai: Star Rail - 崩壊スターレイル,https://civitai.com/api/download/models/71022,train
34842,久岐忍 - Kuki Shinobu LORA. / Genshin Impact - 原神.,https://civitai.com/api/download/models/41101,train
197748,Czech Casting [1.5|XL],https://civitai.com/api/download/models/263170,train
26778,Ranma-chan (Fanart) - Ranma 1/2,https://civitai.com/api/download/models/85063,train
138566,Lillie リーリエ / Pokemon,https://civitai.com/api/download/models/153128,eval
79246,Snake Eyes,https://civitai.com/api/download/models/84043,train
82519,Suzuhara Lulu 鈴原るる / Nijisanji,https://civitai.com/api/download/models/87639,train
227283,Fern フェルン / Sousou no Frieren,https://civitai.com/api/download/models/256400,train
153185,Dirty,https://civitai.com/api/download/models/171527,train
68977,[justTNP] Yoruichi Shihouin | Bleach,https://civitai.com/api/download/models/73667,train
26808,Vex League of Legends | Character Lora 161,https://civitai.com/api/download/models/32085,train
94192,Barbie style - 👑 inbox Doll Play Set LORA 👑,https://civitai.com/api/download/models/114128,train
7659,Perseus (Azur Lane) Nurse 英仙座 护士服,https://civitai.com/api/download/models/8993,train
122529,Saitou Miyako 斎藤ミヤコ / OSHI NO KO,https://civitai.com/api/download/models/133458,train
332577,Sailor Moon Anime Style - Lora,https://civitai.com/api/download/models/372573,train
25827,Warlock and Boobs Style Lora,https://civitai.com/api/download/models/262502,train
47325,Mash Kyrielight | Fate/Grand Order,https://civitai.com/api/download/models/130590,train
139250,line illustrationa,https://civitai.com/api/download/models/154115,train
22089,Murky's Special Style LoRA,https://civitai.com/api/download/models/26372,train
21763,Concept_Scenery_scene_V1,https://civitai.com/api/download/models/44399,train
98258,Asuna Yuuki (結城 明日奈) - Sword Art Online (ソードアート・オンライン),https://civitai.com/api/download/models/381822,train
25373,XSarchitectural-6Modern small building,https://civitai.com/api/download/models/30373,train
59792,Artist: きょくちょ/局长/Kyockcho,https://civitai.com/api/download/models/140445,train
65462,JP style News Anchor on TV (horizontal/portrait),https://civitai.com/api/download/models/70107,train
51582,Ojou-Sama Pose (Concept LoRA),https://civitai.com/api/download/models/56052,eval
62294,Stylized Ruins,https://civitai.com/api/download/models/66845,train
27701,hand to own mouth,https://civitai.com/api/download/models/33171,train
13559,Kamisato Ayaka Genshin Impact Cosplay,https://civitai.com/api/download/models/15974,train
197609,Aura the Guillotine (断頭台のアウラ) - Frieren: Beyond Journey's End (葬送のフリーレン),https://civitai.com/api/download/models/281933,train
227271,Frieren フリーレン / Sousou no Frieren,https://civitai.com/api/download/models/256391,train
95916,Mitsuri Kanroji Anime style LoRA,https://civitai.com/api/download/models/102432,train
46114,Mimic / monster creator / Tentacle monster,https://civitai.com/api/download/models/50745,train
109928,Artoria Pendragon (Lancer Alter) (Fate/Grand Order) LoRA,https://civitai.com/api/download/models/118480,train
105134,Pout Maiden / Sword Maiden (剣の乙女) - Goblin Slayer! (ゴブリンスレイヤー),https://civitai.com/api/download/models/257548,train
24260,Special Skeleton Style 骨感美少女风格,https://civitai.com/api/download/models/29004,train
75992,KizukiAi - Sailor Moon - Sailor Neptune [SD1 - Original V1.5],https://civitai.com/api/download/models/80735,train
57740,Inugami Korone 戌神ころね / Hololive,https://civitai.com/api/download/models/62180,eval
23401,Young Bulma Brief - Dragon Ball | Character,https://civitai.com/api/download/models/27942,train
52832,Yamada Elf (Emily) | Eromanga-sensei,https://civitai.com/api/download/models/103960,train
27532,XSarchitectural-22Mangastyle,https://civitai.com/api/download/models/32966,train
87479,KizukiAi - To Love Ru - Yuuki Mikan LoRA [SD1 - Original V1.5],https://civitai.com/api/download/models/93092,train
184260,epiC35mm Lora,https://civitai.com/api/download/models/206796,train
67746,Balsamique Style Lora,https://civitai.com/api/download/models/247311,train
176055,Little red riding hood,https://civitai.com/api/download/models/197671,train
72786,"TW sexy hiker in Yoga Pants, Sport Bra and",https://civitai.com/api/download/models/77502,train
109656,Yukihana Lamy 雪花ラミィ / Hololive,https://civitai.com/api/download/models/118167,train
110539,Summer Dress Code - by EDG,https://civitai.com/api/download/models/119178,eval
60625,Celes Chere (Final Fantasy VI) LoRA,https://civitai.com/api/download/models/65482,train
10211,【Concept】For Adoption 求收养,https://civitai.com/api/download/models/12132,train
26568,Norse Viking | Warrior and Berserker,https://civitai.com/api/download/models/31804,eval
25580,XSarchitectural-12NightMoonsci-fi,https://civitai.com/api/download/models/30627,train
30179,Marin Kitagawa | My Dress-Up Darling,https://civitai.com/api/download/models/208654,train
112519,Mazaki Anzu 真崎杏子 / Yu-Gi-Oh!,https://civitai.com/api/download/models/121478,train
195722,XL Girls - Porn Website,https://civitai.com/api/download/models/359680,eval
128101,FurryCore,https://civitai.com/api/download/models/153453,train
17652,Raven (DC Comics) Character Lora,https://civitai.com/api/download/models/324245,eval
189011,Capcom CPS2 Sprite Style,https://civitai.com/api/download/models/228136,train
42413,KizukiAi - Kakegurui - Saotome Mary LoRA [SD1 - Original V1.5],https://civitai.com/api/download/models/47126,train
84036,Nami (ナミ) One Piece Character LoRA (Post-timeskip),https://civitai.com/api/download/models/112166,train
18498,Dexter's Mom (Dexter's Laboratory) Character Lora,https://civitai.com/api/download/models/283794,train
139685,Bianca Whitaker (Dragon Quest V: Hand of the Heavenly Bride) LoRA,https://civitai.com/api/download/models/154731,train
224541,Oversized shirt / clothes,https://civitai.com/api/download/models/253278,train
134165,Architectural Concepts 场景单体,https://civitai.com/api/download/models/147752,train
36857,Kamisato Ayaka Genshin Impact | Character Lora 1506,https://civitai.com/api/download/models/42886,eval
72595,[justTNP] Power | Chainsaw Man,https://civitai.com/api/download/models/77331,train
135921,Pokemon 90's Anime Style,https://civitai.com/api/download/models/150525,train
158054,JAV - Big hip and Thick leg Lora,https://civitai.com/api/download/models/177595,eval
105181,Microsoft Design,https://civitai.com/api/download/models/112805,train
29758,Mafuyu LoRA of Face,https://civitai.com/api/download/models/36624,eval
26667,XSarchitectural-20Manualbuildingmodel,https://civitai.com/api/download/models/31920,train
226372,LoRA / Concept | Oversized,https://civitai.com/api/download/models/255359,train
59816,Product Design (Tech minimalism-eddiemauro) LORA,https://civitai.com/api/download/models/64272,train
49164,Fumina Hoshino | Gundam Build Fighters Try,https://civitai.com/api/download/models/53759,eval
159995,Wide Hips,https://civitai.com/api/download/models/800507,train
105986,Eris Boreas Greyrat | Mushoku Tensei: Isekai Ittara Honki Dasu,https://civitai.com/api/download/models/113817,train
99405,Golden Darkness (金色の闇) / Yami (闇) - To Love Ru (とらぶる),https://civitai.com/api/download/models/222432,eval
101188,High Elf Archer (妖精弓手) - Goblin Slayer! (ゴブリンスレイヤー),https://civitai.com/api/download/models/214648,eval
79445,skullgirls-like style lora,https://civitai.com/api/download/models/84251,eval
154418,Sagisawa Fumika 鷺沢文香 / THE iDOLM@STER Cinderella Girls,https://civitai.com/api/download/models/173037,eval
17132,Chinese girls in wedding dress or hakama or hanfu in marvellous scene 素晴らしいシーンのウェディングドレスを着た女の子 身着婚纱或汉服的女孩在优美的场景里,https://civitai.com/api/download/models/20226,train
18805,Tendou Alice / 天童アリス,https://civitai.com/api/download/models/22322,eval
55153,Lo-Fi Aesthetic,https://civitai.com/api/download/models/65581,train
32117,Megumin | Konosuba,https://civitai.com/api/download/models/38568,train
16395,Yuigahama Yui (Oregairu),https://civitai.com/api/download/models/101777,eval
69551,Ijichi Nijika 伊地知虹夏 / Bocchi the Rock!,https://civitai.com/api/download/models/74207,eval
28177,Komi Shouko - Manbagi Rumiko - Onemine Nene | Komi Can't Communicate,https://civitai.com/api/download/models/33772,train
116558,Shiori Novella | Hololive,https://civitai.com/api/download/models/219292,train
74734,Hand on Own Arm | Pose,https://civitai.com/api/download/models/79475,train
70618,Index Fingers Together | Pose,https://civitai.com/api/download/models/75295,eval
65353,CM-Beautiful_armor,https://civitai.com/api/download/models/69992,train
105929,Nitta Minami 新田美波 / THE iDOLM@STER Cinderella Girls,https://civitai.com/api/download/models/113750,eval
105373,"Nun - Clothes Pack (Lingerie, dress, latex, and more...)",https://civitai.com/api/download/models/113030,eval
86137,pin-up（Gil Elvgren）,https://civitai.com/api/download/models/91564,train
198893,Hyper refiner (Refine outline/painting/eye) / 輪郭線・塗り・眼の質感向上,https://civitai.com/api/download/models/223773,train
18035,Something Unlimited Style Lora,https://civitai.com/api/download/models/266870,train
102788,881-Imitation style -artists:鬼针草（萝莉风格）,https://civitai.com/api/download/models/110004,train
61722,Tsukatsuki Rio | 調月リオ (Blue Archive),https://civitai.com/api/download/models/66222,train
